001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,10000,IMPUESTO SOBRE LA RENTA DE LAS PERSONAS FÍSICAS,109981156,,109981156.0,99671159.11
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11200,IBI DE NATURALEZA RÚSTICA,32531,,32531.0,585157.07
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11300,IBI DE NATURALEZA URBANA,1072752448,,1072752448.0,1121881244.66
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11400,IBI CARACT. ESPECIALES,46185442,,46185442.0,47342849.11
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11500,IMPUESTO SOBRE VEHÍCULOS DE TRACCIÓN MECÁNICA,168044684,,168044684.0,170610760.65
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11600,IMPUESTO IVTNU,277512783,,277512783.0,288109208.36
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13000,ACTIVIDADES EMPRESARIALES,121792108,,121792108.0,126447784.77
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13001,ACTIVIDADES PROFESIONALES Y ARTÍSTICAS,1000,,1000.0,-1163.83
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,18900,IMPUESTOS DIRECTOS EXTINGUIDOS,60000,,60000.0,49302.29
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,21000,IMPUESTO SOBRE EL VALOR AÑADIDO,72602350,,72602350.0,40727188.37
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22000,IMPUESTO SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS,773808,,773808.0,413775.78
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22001,IMPUESTO SOBRE LA CERVEZA,307474,,307474.0,164482.85
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22003,IMPUESTO SOBRE LABORES DE TABACO,6403845,,6403845.0,3059661.2
