998;09;00;2014/000376;ACTUACIONES INVERSIONES FINANCIERAMENTE SOSTENIBLES. PATRIMONIO VERDE;0
209;09;00;2014/030376;ACTUACIONES CERRAMIENTO CON TIPOLOGÍA MURO HISTÓRICO CASA DE CAMPO;12947
998;09;00;2015/000306;ACTUACIONES MUROS JARDIN EL CAPRICHO Y ESCALERA ACCESO JARDINES SABATINI;12849.99
220;09;00;2015/000213;FINCA DE TORRE ARIAS. REMODELACIÓN DEL ENTORNO;20900
998;09;00;2015/000592;PARQUE MADRID RÍO. ADAPTACIÓN ÁREAS CANINAS;21496.62
212;09;00;2015/000593;ACONDICIONAMIENTO PARQUE LINEAL MANZANARES ENTRE C/ MEZQUITA Y CAJA MÁGICA;19999.99
201;09;00;2015/006014;TALUDES EN EL PARQUE DE LA CORNISA. ACONDICIONAMIENTO;18150
207;09;00;2015/006015;PARQUE C/DOMÉNICO SCARLATTI Y PARQUE MUÑOZ REVENGA. REMODELACIÓN ZONAS ESTANCIALES;14459.5
998;09;00;2015/006016;TELEGESTIÓN DEL RIEGO Y RENOVACIÓN TUBERIAS EN DISTRITOS CENTRO, TETUÁN Y CHAMBERÍ;14490
206;09;00;2015/006017;PARQUES PINOS Y CARLOS PARÍS. MEJORA RIEGO, INFRAESTRUCTURAS  Y ELEMENTOS VEGETALES;21659
207;09;00;2015/006018;DISTRITO DE CHAMBERÍ.MEJORA DE LAS REDES DE RIEGO;16090
209;09;00;2014/007277;CASA DE CAMPO. CERRAMIENTO CON TIPOLOGÍA DE MURO HISTÓRICO;366904.37
201;09;00;2014/007279;PARQUE MADRID RÍO. ADECUACIÓN TUNEL DE BONAPARTE A NORMATIVA ACCESIBILIDAD;456.29
998;09;00;2014/007292;JARDÍN EL CAPRICHO Y ESCALERA NORTE JARDINES DE SABATINI. MUROS PERIMETRALES;654480.67
998;09;00;2014/000376;ACTUACIONES INVERSIONES FINANCIERAMENTE SOSTENIBLES. PATRIMONIO VERDE;0
206;09;01;2015/000352;ACTUACIONES MEJORA ZONAS ESTANCIALES PLAZA ENTRE CALLES TENERIFE Y SAN RAIMUNDO;7000
206;09;01;2014/007281;PLAZA ENTRE CALLES TENERIFE Y SAN RAIMUNDO. MEJORA ZONAS ESTANCIALES;5957.3
