001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,10000,IMPUESTO SOBRE LA RENTA DE LAS PERSONAS FÍSICAS,100971275,,100971275.0,104440235.49
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11200,IBI DE NATURALEZA RÚSTICA,459551,,459551.0,651893.99
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11300,IBI DE NATURALEZA URBANA,1207211712,,1207211712.0,1283876126.11
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11400,IBI CARACT. ESPECIALES,51797371,,51797371.0,50378357.24
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11500,IMPUESTO SOBRE VEHÍCULOS DE TRACCIÓN MECÁNICA,151990823,,151990823.0,171484609.18
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11600,IMPUESTO IVTNU,407303390,,407303390.0,623393873.4
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13000,ACTIVIDADES EMPRESARIALES,113099094,,113099094.0,132274708.18
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13001,ACTIVIDADES PROFESIONALES Y ARTÍSTICAS,0,,,-4141.07
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,18900,IMPUESTOS DIRECTOS EXTINGUIDOS,11044,,11044.0,37480.8
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,21000,IMPUESTO SOBRE EL VALOR AÑADIDO,52001260,,52001260.0,53832006.44
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22000,IMPUESTO SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS,639189,,639189.0,701322.35
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22001,IMPUESTO SOBRE LA CERVEZA,271513,,271513.0,251923.71
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22003,IMPUESTO SOBRE LABORES DE TABACO,5956568,,5956568.0,6436206.78
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22004,IMPUESTO SOBRE HIDROCARBUROS,6472273,,6472273.0,5072656.67
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22006,IMPUESTO SOBRE PRODUCTOS INTERMEDIOS,17060,,17060.0,15140.8
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,28900,IMPUESTOS INDIRECTOS EXTINGUIDOS,0,,,-40.36
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29000,"IMPUESTO S/CONSTRUCCIONES, INSTALAC. Y OBRAS",45517904,,45517904.0,67984223.39
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29100,IMPUESTO COTOS DE CAZA Y PESCA,302,,302.0,305.25
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30200,RETIRADA CONTENEDORES DE LA VÍA PÚBLICA,4647,,4647.0,14589.44
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30300,TASA POR GESTIÓN DE RESIDUOS,133050008,,133050008.0,132217782.98
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30301,VERTEDERO,428890,,428890.0,1041229.71
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30302,RECOGIDA DE DESECHOS E INCINERACIÓN,102979,,102979.0,125848.72
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30503,CASAS DE BAÑO,41438,,41438.0,37170.35
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30600,MANTENIMIENTO DEL SERVICIO DE BOMBEROS,22000000,,22000000.0,17268657.71
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30900,BOLETIN AYUNTAMIENTO DE MADRID,3000,,3000.0,3031.65
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30901,CENTRO MUNICIPAL DE ACÚSTICA,0,,,3148.89
