001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,10000,IMPUESTO SOBRE LA RENTA DE LAS PERSONAS FÍSICAS,102741269,,102741269.0,105739644.83
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11200,IBI DE NATURALEZA RÚSTICA,404583,,404583.0,623071.05
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11300,IBI DE NATURALEZA URBANA,1130573647,,1130573647.0,1206531735.13
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11400,IBI CARACT. ESPECIALES,48468273,,48468273.0,46294443.53
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11500,IMPUESTO SOBRE VEHÍCULOS DE TRACCIÓN MECÁNICA,151701063,,151701063.0,171008167.79
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11600,IMPUESTO IVTNU,415723584,,415723584.0,480100780.43
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13000,ACTIVIDADES EMPRESARIALES,119443313,,119443313.0,122530413.73
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13001,ACTIVIDADES PROFESIONALES Y ARTÍSTICAS,0,,,-7256.88
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,18900,IMPUESTOS DIRECTOS EXTINGUIDOS,51531,,51531.0,56370.78
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,21000,IMPUESTO SOBRE EL VALOR AÑADIDO,52772566,,52772566.0,52107044.2
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22000,IMPUESTO SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS,720323,,720323.0,639894.41
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22001,IMPUESTO SOBRE LA CERVEZA,266992,,266992.0,237727.07
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22003,IMPUESTO SOBRE LABORES DE TABACO,6562989,,6562989.0,5168392.84
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22004,IMPUESTO SOBRE HIDROCARBUROS,5830182,,5830182.0,5018513.22
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22006,IMPUESTO SOBRE PRODUCTOS INTERMEDIOS,16284,,16284.0,12813.4
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,28900,IMPUESTOS INDIRECTOS EXTINGUIDOS,0,,,-36.36
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29000,"IMPUESTO S/CONSTRUCCIONES, INSTALAC. Y OBRAS",53906042,,53906042.0,73700528.1
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29100,IMPUESTO COTOS DE CAZA Y PESCA,300,,300.0,302.22
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30200,RETIRADA CONTENEDORES DE LA VÍA PÚBLICA,22117,,22117.0,9131.52
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30300,TASA POR GESTIÓN DE RESIDUOS,127905052,,127905052.0,153033946.47
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30301,VERTEDERO,665201,,665201.0,1047944.17
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30302,RECOGIDA DE DESECHOS E INCINERACIÓN,112075,,112075.0,99579.61
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30503,CASAS DE BAÑO,11000,,11000.0,39281.35
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30600,MANTENIMIENTO DEL SERVICIO DE BOMBEROS,21907161,,21907161.0,22075478.12
