001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,10000,IMPUESTO SOBRE LA RENTA DE LAS PERSONAS FÍSICAS,128476839,,128476839.0,87574883.2
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11200,IMPUESTO S/BIENES INMUEBLES DE NATURALEZA RÚSTICA,614224,,614224.0,63568.47
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11300,IMPUESTO S/ BIENES INMUEBLES DE NATURALEZA URBANA,1256136727,,1256136727.0,136111172.64
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11400,IMPUESTO S/ BIENES INMUEBLES CARACTER. ESPECIALES,49581610,,49581610.0,
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11500,IMPUESTO SOBRE VEHÍCULOS DE TRACCIÓN MECÁNICA,130600610,,130600610.0,151283946.42
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,11600,IMPUESTO S/ EL INCREMENTO DE VALOR DE LOS TERRENOS,553028145,,553028145.0,457978606.88
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13000,ACTIVIDADES EMPRESARIALES,128291785,,128291785.0,28512013.44
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,13001,ACTIVIDADES PROFESIONALES Y ARTÍSTICAS,0,,,-2813.22
001,AYUNTAMIENTO DE MADRID,1,IMPUESTOS DIRECTOS,18900,IMPUESTOS DIRECTOS EXTINGUIDOS,37481,,37481.0,9362.86
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,21000,IMPUESTO SOBRE EL VALOR AÑADIDO,57443340,,57443340.0,43149216.67
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22000,IMPUESTO SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS,800507,,800507.0,480788.26
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22001,IMPUESTO SOBRE LA CERVEZA,274767,,274767.0,230653.3
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22003,IMPUESTO SOBRE LABORES DE TABACO,7218368,,7218368.0,4126005.69
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22004,IMPUESTO SOBRE HIDROCARBUROS,7135206,,7135206.0,6139917.32
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,22006,IMPUESTO SOBRE PRODUCTOS INTERMEDIOS,16410,,16410.0,15194.13
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29000,"IMPUESTO S/CONSTRUCCIONES, INSTALAC. Y OBRAS",65652531,,65652531.0,43630739.19
001,AYUNTAMIENTO DE MADRID,2,IMPUESTOS INDIRECTOS,29100,IMPUESTO COTOS DE CAZA Y PESCA,350,,350.0,305.25
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30200,RETIRADA CONTENEDORES DE LA VÍA PÚBLICA,35505,,35505.0,23196.1
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30300,TASA POR GESTIÓN DE RESIDUOS,38156788,,38156788.0,2265.86
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30301,VERTEDERO,1024780,,1024780.0,878270.04
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30302,RECOGIDA DE DESECHOS E INCINERACIÓN,75404,,75404.0,49860.9
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30500,SERVICIOS DE HIGIENE Y SALUD PÚBLICA,85000,,85000.0,65867.77
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30503,CASAS DE BAÑO,39084,,39084.0,21631.5
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30600,MANTENIMIENTO DEL SERVICIO DE BOMBEROS,16000000,,16000000.0,14762213.5
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30900,BOLETIN AYUNTAMIENTO DE MADRID,3000,,3000.0,2358.95
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30901,CENTRO MUNICIPAL DE ACÚSTICA,5240,,5240.0,656.01
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30902,TRANSPORTES ESPECIALES,41200,,41200.0,25958.5
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30903,"COPIAS, FOTOCOPIAS Y FOTOGRAFÍAS",56577,,56577.0,40255.2
001,AYUNTAMIENTO DE MADRID,3,TASAS Y OTROS INGRESOS,30904,GALERIAS MUNICIPALES DE SERVICIOS,1890023,,1890023.0,-989238.01
