001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,14825,,14825.0,19304.82,19304.82,19304.82
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,56393,,56393.0,60831.27,60831.27,60831.27
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,18447,,18447.0,10883.46,10883.46,10883.46
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12006,TRIENIOS,5059,,5059.0,3088.45,3088.45,3088.45
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,10850,,10850.0,6973.2,6973.2,6973.2
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,26402,,26402.0,16970.94,16970.94,16970.94
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,2434,2135.93,4569.93,3698.78,3698.78,3698.78
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,8866,,8866.0,5910.56,5910.56,5910.56
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,31733,,31733.0,30754.49,30754.49,30754.49
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,4905,,4905.0,263.45,263.45,263.45
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,270.0,270.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,750.0,750.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23020,DEL PERSONAL NO DIRECTIVO,0,500.0,500.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23100,GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO,0,1500.0,1500.0,193.55,193.55,193.55
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23120,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,0,500.0,500.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91230,SECRETARÍA GENERAL DEL PLENO,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,166041,-5130.0,160911.0,100575.77,100575.77,100575.77
001,AYUNTAMIENTO DE MADRID,002,PLENO,91230,SECRETARÍA GENERAL DEL PLENO,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,59300,,59300.0,26333.39,26333.39,26333.39
