001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,14825,,14825.0,23897.44,23897.44,23897.44
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,56393,,56393.0,75919.42,75919.42,75919.42
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,18447,,18447.0,14514.96,14514.96,14514.96
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12006,TRIENIOS,5059,,5059.0,4173.25,4173.25,4173.25
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,10850,,10850.0,9297.6,9297.6,9297.6
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,26402,,26402.0,22627.92,22627.92,22627.92
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,2434,2135.93,4569.93,4219.73,4219.73,4219.73
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,8866,,8866.0,8127.02,8127.02,8127.02
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,31733,,31733.0,42302.43,42302.43,42302.43
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,1,GASTOS DE PERSONAL,16009,OTRAS CUOTAS,0,,,4698.18,4698.18,4698.18
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,4905,,4905.0,263.45,263.45,263.45
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,270.0,270.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,2350.0,2350.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23020,DEL PERSONAL NO DIRECTIVO,0,2100.0,2100.0,,,
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23100,GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO,0,4200.0,4200.0,193.55,193.55,193.55
001,AYUNTAMIENTO DE MADRID,002,PLENO,91216,PRESIDENCIA DEL PLENO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23120,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,0,3200.0,3200.0,,,
